"MSSV","Tin học","Nhập môn Công nghệ thông tin","Pháp luật","Giáo dục quốc phòng","Kỹ năng học tập","Giáo dục thể chất - Vovinam","Tiếng Anh 1.1","Tiếng Anh 1.2","Tiếng Anh 2.1","Tiếng Anh 2.2","Nhập môn lập trình","Xây dựng trang Web","Cơ sở dữ liệu","Lập trình PHP cơ bản","Lập trình cơ sở với JavaScript","Chính trị","Thiết kế Web với HTML5 & CSS3","Dự án mẫu (TKTW)","Lập trình PHP 1","Thiết kế UI/UX","Kỹ năng phát triển bản thân","Lập trình Javascript nâng cao","Quản trị website","Lập trình ECMAScript","Dự án 1 (TKTW)","Marketing trên Internet","NodeJS & Restful Web Service","Lập trình TypeScript","Lập trình Front-End Framework 1","Lập trình Front-End Framework 2","Khởi sự doanh nghiệp","Kỹ năng làm việc","Thực tập tốt nghiệp (TKTW)","Dự án tốt nghiệp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44497","9.0","9.9","1.0","9.3","9.1","9.5","7.9","7.3","7.4","7.3","9.7","9.2","9.0","9.3","9.4","9.3","1.0","8.0","9.0","9.2","8.4","9.0","1.0","9.3","9.3","9.4","8.9","9.5","9.9","9.2","9.6","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44502","8.0","8.7","9.8","9.3","7.9","8.5","8.4","7.0","7.0","7.1","8.2","8.3","7.5","8.1","6.9","9.8","6.2","7.0","5.3","6.6","6.6","7.7","6.8","7.9","6.9","8.2","9.0","8.9","8.6","7.4","7.8","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44511","7.9","8.1","6.2","6.7","7.6","7.5","7.2","6.8","7.8","7.2","8.8","8.2","7.3","7.5","7.6","1.0","8.3","6.0","7.8","7.9","7.9","7.9","7.2","9.0","6.9","7.5","8.2","7.7","7.1","7.9","6.5","6.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44538","1.0","6.9","5.5","7.7","7.9","6.7","5.4","5.4","5.6","4.2","8.3","5.4","6.9","6.7","4.6","8.0","7.1","5.5","6.1","6.3","6.6","6.2","6.5","6.3","6.5","6.1","5.8","6.2","6.0","5.3","6.7","5.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44561","1.0","8.7","1.0","9.3","8.0","7.7","7.5","7.3","8.3","7.5","8.2","8.6","8.2","8.8","7.4","1.0","8.8","6.5","6.9","6.7","7.5","7.2","7.2","6.4","6.0","7.6","7.1","7.7","6.9","7.0","8.7","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44596","9.5","8.4","7.8","8.5","7.1","7.9","8.5","7.8","9.0","8.1","8.3","7.4","7.0","7.0","6.9","9.3","8.2","5.5","6.8","6.7","6.2","6.5","7.8","7.1","6.3","7.2","6.8","7.6","7.5","6.6","6.3","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44603","1.0","8.9","8.8","8.7","7.4","8.2","7.9","8.4","8.9","7.3","9.1","8.6","8.1","8.7","7.9","9.2","8.7","6.7","8.5","7.7","7.4","7.0","7.6","9.0","6.1","8.1","6.5","8.6","7.3","8.4","7.1","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44637","7.5","8.1","7.2","8.2","7.3","7.5","","","","8.0","1.7","6.5","6.9","7.1","6.8","8.3","8.0","7.8","6.1","8.6","7.1","5.9","7.5","8.0","7.0","7.0","5.9","7.3","8.4","5.7","6.4","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44639","7.9","8.4","8.2","7.5","7.8","8.3","","","8.0","7.5","7.4","7.2","7.2","8.0","7.7","8.8","6.3","6.2","5.9","6.8","7.7","7.7","8.0","7.5","5.9","7.6","6.8","6.6","7.4","6.5","7.6","7.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44670","8.5","8.2","7.0","7.7","7.6","8.1","","","","7.8","7.8","7.0","6.8","8.3","6.3","8.7","7.1","5.5","7.6","7.0","7.3","7.1","8.3","8.0","7.5","6.3","7.7","7.8","7.2","6.5","7.8","7.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44675","6.5","8.9","8.0","","8.4","7.7","7.4","7.8","8.6","7.8","9.9","7.5","8.1","8.1","6.9","7.0","9.0","5.0","7.1","7.9","8.1","7.2","8.3","7.9","7.5","8.0","8.8","7.9","8.4","6.9","7.8","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44695","9.0","8.9","8.3","9.0","7.9","8.0","","","7.4","7.7","9.6","8.7","8.3","8.9","8.3","1.0","9.7","9.9","9.1","8.1","7.8","9.1","9.3","9.1","8.8","8.5","8.3","8.5","9.8","8.5","5.7","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44705","9.0","8.5","8.3","8.2","7.1","7.2","6.2","6.9","6.1","6.6","7.7","7.6","7.6","8.2","7.3","9.8","7.8","6.6","7.1","7.2","6.6","7.1","8.1","8.1","6.7","7.4","6.0","7.9","7.8","7.9","6.0","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44728","1.0","7.0","8.5","8.5","7.4","6.9","7.0","5.3","5.9","6.9","7.9","6.6","6.9","7.2","5.3","9.5","5.7","5.6","6.0","6.3","7.0","5.9","8.0","6.7","5.6","6.5","5.6","5.9","6.4","5.3","5.9","7.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44756","9.5","7.3","8.0","6.5","7.4","8.9","6.9","7.9","6.9","6.3","7.8","7.2","7.2","7.2","6.7","9.0","5.5","5.6","6.9","7.6","7.0","7.0","8.1","7.6","5.9","7.0","5.8","7.5","6.5","7.5","6.2","7.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44775","1.0","8.1","","9.0","7.4","","7.2","6.6","2.9","","7.2","6.6","7.3","6.0","4.6","","","","1.9","","","2.5","0.3","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44783","1.0","8.0","7.8","8.8","8.0","7.0","7.0","7.4","7.2","7.7","8.6","6.9","7.6","7.5","5.4","9.0","5.0","5.0","5.8","6.3","6.9","6.0","7.6","7.0","5.6","5.7","5.6","5.5","6.2","5.3","4.3","5.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44789","7.0","7.7","7.5","6.5","6.8","5.9","","","7.2","6.6","7.9","6.3","6.8","6.1","5.5","7.7","7.8","6.1","5.8","6.6","7.7","5.7","8.4","6.0","6.1","6.6","6.3","6.0","5.6","5.2","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44792","5.7","7.7","8.5","7.8","6.7","7.9","6.1","6.9","6.5","6.8","8.3","7.1","7.5","7.0","6.9","8.8","7.7","5.7","7.6","7.9","7.0","6.9","8.1","7.6","6.4","7.0","6.1","8.2","6.6","7.8","6.4","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44795","8.0","8.6","9.2","9.0","7.0","7.0","6.1","6.0","6.2","7.1","8.5","7.5","7.3","8.6","8.1","8.7","6.6","7.1","6.9","7.9","7.7","7.5","8.4","7.9","7.0","6.2","6.4","7.3","6.9","6.3","5.0","6.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44796","7.9","8.8","6.5","8.5","7.8","7.1","6.6","6.5","6.7","1.0","7.8","6.5","7.1","7.2","6.4","7.3","6.4","3.0","5.4","7.7","6.7","6.4","7.0","5.8","6.0","6.4","6.2","6.9","5.6","5.5","1.0","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44803","9.0","7.9","7.2","7.0","6.9","6.8","6.0","6.7","7.6","6.4","8.8","7.8","7.5","7.9","7.7","8.2","7.7","6.0","7.3","7.8","7.8","7.4","8.8","8.5","7.4","6.3","7.8","7.6","7.6","6.8","6.8","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44860","9.5","7.7","9.0","7.3","7.1","7.5","6.3","6.5","7.1","6.8","8.3","6.6","7.2","7.5","6.6","8.3","5.5","7.0","7.1","7.4","8.1","6.6","8.0","8.9","6.2","6.8","5.8","7.5","6.6","7.4","5.9","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44866","1.0","7.4","8.2","6.8","7.1","7.0","5.8","5.8","7.2","7.3","7.9","6.6","6.8","6.4","6.3","9.2","9.5","6.1","5.7","6.8","6.6","6.3","7.6","6.9","6.2","7.6","6.1","7.2","6.2","7.3","6.4","7.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44873","8.8","8.5","8.7","8.8","7.9","7.2","7.8","7.6","7.6","7.5","8.1","7.1","7.2","7.7","6.6","9.7","9.0","6.0","6.3","7.6","8.2","7.4","8.5","8.8","7.8","6.9","7.0","8.6","6.6","8.4","6.4","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44881","7.0","8.1","1.0","8.5","8.4","8.2","5.7","6.9","7.0","6.1","8.9","7.8","7.9","7.8","6.5","8.5","9.6","6.3","7.1","7.6","7.6","6.6","8.8","8.1","6.9","6.8","7.1","8.4","7.0","9.2","6.6","7.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44885","9.3","7.4","7.5","7.7","6.1","8.4","5.6","6.9","6.9","6.2","8.2","7.4","8.3","6.9","6.6","7.7","6.2","6.2","6.3","8.5","7.8","7.0","8.0","8.4","7.4","7.2","6.2","7.6","7.6","8.7","5.4","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44893","9.0","7.7","7.3","6.3","7.4","8.1","5.7","5.4","","","6.8","6.0","6.3","2.4","6.4","7.7","","5.5","","5.0","","5.1","5.8","6.4","4.7","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44895","7.3","8.5","7.7","8.7","7.0","","5.3","5.3","7.6","7.2","7.7","5.4","7.5","6.8","5.9","8.2","9.0","6.5","7.1","7.7","8.3","6.8","7.5","6.2","6.4","6.4","7.9","7.1","7.0","7.2","6.6","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44915","7.5","8.0","7.8","8.8","6.8","7.4","7.9","7.5","7.9","6.8","8.0","7.2","7.7","8.7","7.4","8.3","8.3","6.1","7.4","7.7","8.2","7.1","8.8","8.1","7.5","6.6","7.2","9.1","7.5","8.8","6.2","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44934","5.9","6.9","","6.8","6.4","","6.2","5.9","5.2","","7.7","6.3","6.3","2.7","5.6","","","","0.6","","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44992","7.0","8.3","7.3","6.3","7.9","6.8","6.2","","","","6.4","6.0","6.6","8.1","6.5","9.3","8.3","7.5","5.9","6.3","7.2","8.6","7.8","8.2","6.3","7.4","","","6.6","6.1","","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS44995","8.0","7.5","1.0","7.8","0.8","7.3","","","6.4","6.5","7.0","6.9","7.7","7.8","6.4","7.7","5.5","0.5","4.3","1.9","5.4","4.4","","6.0","2.9","","1.6","1.8","1.3","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45006","9.5","7.7","7.8","7.2","8.4","6.8","3.3","","","","7.7","6.8","7.9","6.7","6.1","9.5","7.3","6.0","7.3","6.0","7.1","8.9","1.0","8.3","7.8","7.4","6.3","6.3","7.6","6.1","7.7","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45020","9.5","7.6","8.0","7.7","7.1","7.1","5.6","7.2","6.2","6.2","8.2","6.1","7.0","7.1","6.3","8.7","7.8","6.5","6.1","6.2","6.1","7.0","7.8","8.2","7.5","6.9","7.5","7.1","7.6","6.9","7.2","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45113","7.9","9.6","7.3","8.3","7.2","6.1","6.2","6.2","6.6","6.4","8.0","6.8","6.5","8.0","6.2","7.5","7.3","5.5","5.8","6.4","5.7","5.5","8.3","7.8","6.7","6.3","8.9","6.9","8.0","7.1","6.1","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45125","8.4","9.0","8.5","7.5","7.2","8.6","","","6.6","7.1","6.3","7.0","7.2","8.8","6.9","9.0","8.0","6.1","6.1","6.8","5.9","6.8","6.3","7.8","6.7","6.5","7.1","6.8","7.1","6.7","7.1","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45130","7.6","7.4","7.3","6.7","6.7","7.6","5.9","","","","6.6","5.5","6.2","6.7","4.7","9.3","5.0","5.0","5.0","5.1","5.7","5.3","6.8","6.1","4.5","5.4","7.5","6.9","6.1","5.4","5.2","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45160","7.5","8.0","6.7","7.3","6.7","6.6","6.4","4.1","","","6.5","5.2","6.1","6.3","5.1","7.7","5.0","5.0","5.2","0.4","5.3","5.3","6.8","5.7","5.1","5.2","6.7","6.2","5.1","5.1","4.6","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45168","6.0","8.7","7.8","7.7","7.1","8.7","7.7","7.0","7.4","7.3","7.3","6.1","7.4","6.8","6.1","9.3","6.0","6.0","5.7","6.2","5.5","7.3","6.6","","5.7","6.6","","","","","7.1","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45184","7.0","7.0","5.8","6.2","6.5","7.6","6.3","4.0","","","6.1","5.2","6.7","6.7","8.5","8.7","0.5","5.0","0.5","6.3","2.0","5.4","6.5","6.5","5.6","5.7","5.9","5.2","5.6","5.8","4.6","6.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45221","1.0","8.1","8.7","7.7","6.5","8.5","7.7","6.6","7.5","8.0","9.1","8.4","8.7","8.6","8.9","8.0","7.5","1.0","6.1","7.3","6.9","7.5","6.7","8.1","6.1","6.3","7.6","9.4","8.2","9.0","7.5","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45228","9.8","8.2","9.2","9.3","5.0","7.6","7.0","8.0","6.8","8.0","","7.0","9.3","","2.0","9.8","","","","","","","6.0","","","6.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45229","8.0","8.7","","9.0","8.0","7.1","7.6","8.3","7.5","8.0","8.2","6.0","6.8","6.9","6.0","9.2","7.5","5.5","5.6","6.0","6.7","5.7","6.8","6.8","5.9","5.9","7.3","6.7","6.9","5.7","6.2","6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45236","1.0","8.6","8.3","8.8","6.3","7.7","6.3","7.0","6.3","7.1","8.1","5.9","7.0","7.0","6.2","9.8","6.7","6.0","5.5","6.2","6.9","6.2","6.8","7.4","6.0","6.0","7.5","6.6","6.5","5.8","6.6","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45237","8.0","9.8","8.7","8.3","8.0","8.9","6.5","7.5","7.4","6.9","8.8","8.3","9.6","7.8","8.0","9.7","8.0","1.0","7.2","8.9","8.6","8.8","7.8","9.3","8.7","7.0","7.5","8.8","9.4","7.7","8.2","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45248","6.5","7.8","6.8","6.7","6.6","7.6","6.0","6.0","","","7.2","5.4","5.9","7.3","8.4","8.3","6.0","6.0","5.7","6.5","5.9","7.8","5.6","","6.9","6.1","","","","","7.5","8.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45249","8.5","9.4","7.3","8.3","7.8","7.8","5.8","6.2","6.3","","8.4","7.4","8.3","8.5","7.1","8.7","8.0","6.1","6.0","7.4","6.2","7.2","6.8","6.8","6.8","6.5","8.6","7.6","8.2","7.4","6.0","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45253","9.0","6.6","1.0","8.2","7.0","","5.9","7.2","6.6","1.1","6.7","5.7","5.9","2.5","1.6","","","","0.5","","0.4","1.3","","5.9","","0.1","1.8","5.8","","1.3","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45254","9.0","8.4","7.5","8.5","7.4","7.8","6.0","7.6","6.5","7.1","8.4","6.9","8.0","7.0","6.9","8.2","7.5","5.5","5.8","6.5","6.2","7.5","7.1","","7.2","6.4","","","","","8.1","8.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45273","1.0","8.9","7.3","8.0","7.8","7.5","6.8","7.7","6.1","7.7","9.2","7.8","9.1","7.9","7.8","7.7","8.8","6.5","5.9","5.0","6.0","8.1","6.4","","7.5","6.3","","","","","8.4","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45283","7.7","7.0","","7.8","5.0","","3.3","","","","7.9","5.4","7.5","1.9","1.5","","","0.2","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45288","1.0","9.5","7.8","8.0","8.9","6.9","7.9","6.0","7.5","7.0","8.4","6.7","9.2","8.2","7.8","8.0","9.0","9.5","6.5","7.7","7.6","7.9","6.8","7.5","6.5","8.2","8.8","7.7","8.3","7.4","6.8","7.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45290","9.9","7.6","8.3","8.2","7.8","7.3","5.8","6.2","6.5","6.2","8.0","5.8","7.1","7.0","6.4","8.7","5.0","5.5","5.0","3.0","1.3","5.2","","5.6","5.3","5.7","5.4","6.1","5.3","6.0","0.2","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45293","8.9","8.6","7.7","7.0","7.5","7.0","6.8","5.1","5.7","","7.9","7.0","7.0","7.4","7.2","7.0","7.4","6.0","5.5","6.0","6.3","6.8","6.3","5.6","5.4","7.8","8.1","8.4","8.5","7.0","7.2","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45316","1.0","5.4","9.2","8.8","8.0","7.5","7.4","8.0","7.8","8.0","9.1","6.7","9.6","7.7","7.6","9.5","9.5","1.0","6.5","8.3","8.1","8.4","7.5","8.8","7.4","8.2","8.4","8.4","8.5","7.7","7.8","7.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45324","7.0","9.5","6.7","8.0","7.4","7.4","5.8","6.6","6.8","6.8","8.9","8.3","8.9","8.1","7.5","9.8","1.0","1.0","6.7","8.7","7.7","8.4","8.7","8.4","6.7","6.5","9.3","8.9","9.2","7.6","7.2","6.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45333","1.0","8.7","8.7","7.0","5.5","6.6","","","","","7.5","7.6","8.8","6.2","5.9","8.7","8.0","5.6","6.2","5.4","5.8","6.2","5.0","5.2","3.1","5.8","5.3","6.8","5.6","5.7","0.7","6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45340","9.0","8.7","6.8","8.0","7.3","6.7","5.9","7.0","6.8","6.6","7.4","7.8","6.9","7.3","8.1","8.8","9.4","8.0","6.5","8.1","7.4","7.2","6.8","7.4","6.7","8.2","8.9","8.4","8.6","7.9","6.7","7.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45350","9.5","8.5","7.3","6.7","8.0","7.2","6.4","7.1","7.3","6.9","8.0","6.4","8.6","7.4","7.3","9.3","7.3","7.0","5.6","7.7","6.7","7.2","6.3","7.2","6.5","8.0","8.8","7.6","8.1","7.0","6.8","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45354","8.0","7.8","9.8","5.0","8.0","7.1","6.5","5.5","5.2","6.9","6.8","6.3","6.3","7.0","6.4","5.8","7.3","6.5","5.4","6.2","5.8","6.4","6.3","5.7","5.4","8.0","7.3","7.0","7.8","6.1","6.0","6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45371","8.5","7.4","1.0","6.5","0.8","","5.4","","","","2.9","5.4","3.8","","3.1","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45375","5.5","8.4","7.0","7.3","9.0","7.6","7.0","5.9","5.6","","8.4","7.7","9.5","8.5","7.7","9.3","9.5","7.3","5.6","7.3","6.1","6.7","6.6","7.2","5.8","7.3","7.7","8.0","8.4","7.8","6.0","5.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45383","8.0","8.6","6.8","7.8","7.4","9.0","6.8","5.1","5.3","","7.2","6.3","6.9","6.6","6.8","5.8","6.7","6.0","5.2","6.1","6.5","6.3","6.5","5.6","4.7","7.9","7.0","7.6","7.5","5.9","6.9","6.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45384","8.2","8.4","6.8","7.2","4.2","7.6","6.3","6.6","7.4","7.3","7.7","6.6","6.8","7.0","7.5","7.2","9.3","7.0","5.0","6.0","5.4","5.1","7.5","5.2","5.2","6.6","5.9","6.6","7.2","6.1","5.1","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45401","6.5","8.0","9.5","8.3","7.7","8.0","8.1","7.4","7.0","7.0","8.1","7.5","8.0","9.4","8.7","9.0","8.0","5.6","7.2","8.6","8.2","8.0","9.3","9.4","7.0","7.6","7.9","8.7","7.9","8.5","7.9","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45413","9.3","7.4","","5.3","5.0","","5.2","2.8","","","6.6","5.7","5.1","5.4","5.7","","","","","","0.9","5.1","","5.0","0.5","0.6","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45447","8.0","8.1","7.8","7.0","7.2","7.0","4.8","","","","7.8","6.0","6.1","7.1","7.8","7.3","1.0","5.0","6.0","7.9","7.3","6.0","8.1","6.0","7.2","3.8","7.4","6.3","7.5","8.3","6.5","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45448","1.0","8.8","8.2","5.0","8.5","6.4","","","","7.1","7.4","6.9","6.6","6.9","7.6","8.8","9.0","7.0","6.3","8.3","2.8","7.1","5.8","6.3","6.8","7.9","8.9","8.2","8.1","7.3","7.7","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS45459","8.5","7.2","7.3","5.3","8.1","6.4","5.1","5.1","6.5","5.3","7.1","6.8","6.5","6.6","6.3","7.3","6.0","7.7","5.3","5.9","6.4","6.2","5.1","5.5","6.6","7.5","6.9","7.2","7.8","5.8","6.0","5.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
